0,0,0,150,150,149,10,F,20,30,150,2,1,70,2,1
0,0,0,149,149,149,10,F,20,30,149,2,1,70,2,1
0,0,0,147,147,149,10,F,20,30,147,2,1,70,2,1
0,0,0,144,144,149,10,F,20,30,144,2,1,70,2,1
0,0,0,140,140,149,10,F,20,30,140,2,1,70,2,1
0,0,0,134,134,149,10,F,20,30,134,2,1,70,2,1
0,0,0,129,129,149,10,F,20,30,129,2,1,70,2,1
0,0,0,123,123,149,10,F,20,30,123,2,1,70,2,1
0,0,0,117,117,149,10,F,20,30,117,2,1,70,2,1
0,0,0,109,109,149,10,F,20,30,109,2,1,70,2,1
0,0,0,104,104,149,10,F,20,30,104,2,1,70,2,1
0,0,0,98,98,149,10,F,20,30,98,2,1,70,2,1
0,0,0,94,94,149,10,F,20,30,94,2,1,70,2,1
0,0,0,90,90,149,10,F,20,30,90,2,1,70,2,1
0,0,0,86,86,149,10,F,20,30,86,2,1,70,2,1
0,0,0,81,81,149,10,F,20,30,81,2,1,70,2,1
0,0,0,78,78,149,10,F,20,30,78,2,1,70,2,1
0,0,0,77,77,149,10,F,20,30,77,2,1,70,2,1
0,0,0,77,77,149,10,F,20,30,77,2,1,70,2,1
0,0,0,75,75,149,10,F,20,30,75,2,1,70,2,1
0,0,0,71,71,149,10,F,20,30,71,2,1,70,2,1
0,0,0,70,70,149,10,F,20,30,70,2,1,70,2,1
0,0,0,72,72,149,10,F,20,30,72,2,1,70,2,1
0,0,0,70,70,149,10,F,20,30,70,2,1,70,2,1
0,0,0,69,69,149,10,F,20,30,69,2,1,70,2,1
0,0,0,71,71,149,10,F,20,30,71,2,1,70,2,1
0,0,0,69,69,149,10,F,20,30,69,2,1,70,2,1
0,0,0,74,74,149,10,F,20,30,74,2,1,70,2,1
0,0,0,71,71,149,10,F,20,30,71,2,1,70,2,1
0,0,0,75,75,149,10,F,20,30,75,2,1,70,2,1
0,0,0,74,74,149,10,F,20,30,74,2,1,70,2,1
